gene_id,pep_id,contig,start,end,pred_score
gene:BU24DRAFT_456464,gene:BU24DRAFT_456464,ML978066,116209,117641,0.000114258284
gene:BU24DRAFT_360822,gene:BU24DRAFT_360822,ML978066,117732,118841,7.935636e-05
gene:BU24DRAFT_489,gene:BU24DRAFT_489,ML978066,117734,118093,8.9354435e-05
gene:BU24DRAFT_456466,gene:BU24DRAFT_456466,ML978066,119329,120825,6.9630565e-05
gene:BU24DRAFT_619,gene:BU24DRAFT_619,ML978066,122340,124995,7.657198e-05
gene:BU24DRAFT_403502,gene:BU24DRAFT_403502,ML978066,125483,126033,0.00012696805
gene:BU24DRAFT_686,gene:BU24DRAFT_686,ML978066,126917,129498,0.00017404882
gene:BU24DRAFT_487023,gene:BU24DRAFT_487023,ML978066,129605,135241,0.0010132405
gene:BU24DRAFT_429543,gene:BU24DRAFT_429543,ML978066,136190,138469,0.02469373
gene:BU24DRAFT_445630,gene:BU24DRAFT_445630,ML978066,140026,142242,0.15099531
gene:BU24DRAFT_438011,gene:BU24DRAFT_438011,ML978066,143071,144922,0.12451198
gene:BU24DRAFT_429546,gene:BU24DRAFT_429546,ML978066,145478,146359,0.010812557
gene:BU24DRAFT_469168,gene:BU24DRAFT_469168,ML978066,147560,149191,0.0017679344
gene:BU24DRAFT_339115,gene:BU24DRAFT_339115,ML978066,149351,150746,0.0006352555
gene:BU24DRAFT_403511,gene:BU24DRAFT_403511,ML978066,152469,152974,0.00012218708
gene:BU24DRAFT_445635,gene:BU24DRAFT_445635,ML978066,153226,155434,4.205756e-05
gene:BU24DRAFT_339297,gene:BU24DRAFT_339297,ML978066,156130,157239,0.00010188049
gene:BU24DRAFT_416094,gene:BU24DRAFT_416094,ML978066,156917,158416,6.4496475e-05
gene:BU24DRAFT_360858,gene:BU24DRAFT_360858,ML978066,158534,159375,0.0001330867
gene:BU24DRAFT_416096,gene:BU24DRAFT_416096,ML978066,159286,161875,4.5792614e-05
gene:BU24DRAFT_788,gene:BU24DRAFT_788,ML978066,163436,164607,0.000106433734
gene:BU24DRAFT_789,gene:BU24DRAFT_789,ML978066,164608,166502,6.413445e-05
gene:BU24DRAFT_416099,gene:BU24DRAFT_416099,ML978066,168831,169488,0.0001292443
gene:BU24DRAFT_403518,gene:BU24DRAFT_403518,ML978066,170449,171203,9.43248e-05
gene:BU24DRAFT_836,gene:BU24DRAFT_836,ML978066,174043,174731,0.000116474504
gene:BU24DRAFT_892,gene:BU24DRAFT_892,ML978066,177531,182650,0.000102868464
gene:BU24DRAFT_891,gene:BU24DRAFT_891,ML978066,182651,183228,0.00013486021
gene:BU24DRAFT_416106,gene:BU24DRAFT_416106,ML978066,183574,185423,0.00013272883
gene:BU24DRAFT_487039,gene:BU24DRAFT_487039,ML978066,188383,190097,0.00013019188
gene:BU24DRAFT_416108,gene:BU24DRAFT_416108,ML978066,190471,191278,8.395539e-05
gene:BU24DRAFT_403523,gene:BU24DRAFT_403523,ML978066,191794,193932,7.177243e-05
gene:BU24DRAFT_382300,gene:BU24DRAFT_382300,ML978066,194430,197354,0.00023556165
gene:BU24DRAFT_469180,gene:BU24DRAFT_469180,ML978066,197657,199218,0.00026840015
gene:BU24DRAFT_487043,gene:BU24DRAFT_487043,ML978066,199938,201643,0.004566515
gene:BU24DRAFT_429559,gene:BU24DRAFT_429559,ML978066,202151,204346,0.005653559
gene:BU24DRAFT_952,gene:BU24DRAFT_952,ML978066,205160,205644,0.00015319593
gene:BU24DRAFT_429560,gene:BU24DRAFT_429560,ML978066,207089,209346,0.00017662966
gene:BU24DRAFT_339173,gene:BU24DRAFT_339173,ML978066,210691,210882,0.00020293394
gene:BU24DRAFT_487045,gene:BU24DRAFT_487045,ML978066,211735,213307,0.0005347799
gene:BU24DRAFT_382310,gene:BU24DRAFT_382310,ML978066,213824,214484,0.0003595351
gene:BU24DRAFT_438025,gene:BU24DRAFT_438025,ML978066,214868,216105,0.0002641589
gene:BU24DRAFT_338474,gene:BU24DRAFT_338474,ML978066,217313,219084,0.00022867281
gene:BU24DRAFT_990,gene:BU24DRAFT_990,ML978066,220172,222645,0.00012608932
gene:BU24DRAFT_360888,gene:BU24DRAFT_360888,ML978066,222795,224023,0.0007103072
gene:BU24DRAFT_487051,gene:BU24DRAFT_487051,ML978066,224186,226075,3.738758e-05
gene:BU24DRAFT_403538,gene:BU24DRAFT_403538,ML978066,227180,229447,3.3560922e-05
gene:BU24DRAFT_982,gene:BU24DRAFT_982,ML978066,233201,234429,0.000127832
gene:BU24DRAFT_416118,gene:BU24DRAFT_416118,ML978066,236496,238049,3.9239483e-05
gene:BU24DRAFT_469204,gene:BU24DRAFT_469204,ML978066,240970,241931,0.00014373167
gene:BU24DRAFT_416119,gene:BU24DRAFT_416119,ML978066,241875,243245,6.213881e-05
gene:BU24DRAFT_445661,gene:BU24DRAFT_445661,ML978066,243679,244635,0.00294767
gene:BU24DRAFT_1062,gene:BU24DRAFT_1062,ML978066,244631,247229,0.00033826043
gene:BU24DRAFT_469206,gene:BU24DRAFT_469206,ML978066,250974,251408,9.444675e-05
gene:BU24DRAFT_456511,gene:BU24DRAFT_456511,ML978066,252518,253417,0.00010142556
gene:BU24DRAFT_382346,gene:BU24DRAFT_382346,ML978066,253845,257649,4.940552e-05
gene:BU24DRAFT_382348,gene:BU24DRAFT_382348,ML978066,257259,257835,6.1242994e-05
gene:BU24DRAFT_360917,gene:BU24DRAFT_360917,ML978066,258023,261942,0.00040905902
gene:BU24DRAFT_360921,gene:BU24DRAFT_360921,ML978066,261844,263765,0.0040693567
gene:BU24DRAFT_469208,gene:BU24DRAFT_469208,ML978066,265420,267395,0.0006886351
gene:BU24DRAFT_403551,gene:BU24DRAFT_403551,ML978066,268233,268793,0.000110111505
gene:BU24DRAFT_469218,gene:BU24DRAFT_469218,ML978066,269089,270321,5.590311e-05
gene:BU24DRAFT_416126,gene:BU24DRAFT_416126,ML978066,270611,273366,5.430759e-05
gene:BU24DRAFT_416127,gene:BU24DRAFT_416127,ML978066,273247,274566,3.8791633e-05
gene:BU24DRAFT_339265,gene:BU24DRAFT_339265,ML978066,274904,277114,2.8094519e-05
gene:BU24DRAFT_403556,gene:BU24DRAFT_403556,ML978066,280007,280406,3.5053337e-05
gene:BU24DRAFT_416132,gene:BU24DRAFT_416132,ML978066,281654,282043,6.697678e-05
gene:BU24DRAFT_416133,gene:BU24DRAFT_416133,ML978066,282073,283769,6.895599e-05
gene:BU24DRAFT_1487,gene:BU24DRAFT_1487,ML978066,285542,287270,4.9845774e-05
gene:BU24DRAFT_382373,gene:BU24DRAFT_382373,ML978066,288227,290129,5.69104e-05
gene:BU24DRAFT_416137,gene:BU24DRAFT_416137,ML978066,290028,291082,0.00020428411
gene:BU24DRAFT_1437,gene:BU24DRAFT_1437,ML978066,291162,291767,8.49839e-05
gene:BU24DRAFT_382381,gene:BU24DRAFT_382381,ML978066,292465,296167,6.1193765e-05
gene:BU24DRAFT_1496,gene:BU24DRAFT_1496,ML978066,296040,296867,7.348776e-05
gene:BU24DRAFT_487072,gene:BU24DRAFT_487072,ML978066,297347,298951,8.122383e-05
gene:BU24DRAFT_403563,gene:BU24DRAFT_403563,ML978066,301549,303282,5.3954707e-05
gene:BU24DRAFT_416141,gene:BU24DRAFT_416141,ML978066,303624,305143,4.285984e-05
gene:BU24DRAFT_1530,gene:BU24DRAFT_1530,ML978066,306325,308261,6.259302e-05
gene:BU24DRAFT_416144,gene:BU24DRAFT_416144,ML978066,308299,311266,2.613259e-05
gene:BU24DRAFT_360963,gene:BU24DRAFT_360963,ML978066,311729,313374,2.8632829e-05
gene:BU24DRAFT_416147,gene:BU24DRAFT_416147,ML978066,313430,315057,7.603683e-05
gene:BU24DRAFT_312244,gene:BU24DRAFT_312244,ML978066,315112,317048,0.0002485683
gene:BU24DRAFT_403570,gene:BU24DRAFT_403570,ML978066,318826,321925,0.00021484596
gene:BU24DRAFT_416152,gene:BU24DRAFT_416152,ML978066,323561,325287,0.00026593037
gene:BU24DRAFT_487082,gene:BU24DRAFT_487082,ML978066,325677,328157,0.00045611817
gene:BU24DRAFT_337745,gene:BU24DRAFT_337745,ML978066,328227,332664,0.0005116496
gene:BU24DRAFT_438057,gene:BU24DRAFT_438057,ML978066,333151,334990,0.00031416246
gene:BU24DRAFT_429598,gene:BU24DRAFT_429598,ML978066,337159,338012,0.00016117484
gene:BU24DRAFT_487085,gene:BU24DRAFT_487085,ML978066,338320,339391,3.331962e-05
gene:BU24DRAFT_416157,gene:BU24DRAFT_416157,ML978066,339235,340383,4.6495854e-05
gene:BU24DRAFT_456543,gene:BU24DRAFT_456543,ML978066,340771,343445,3.3551674e-05
gene:BU24DRAFT_487088,gene:BU24DRAFT_487088,ML978066,344268,345235,8.39429e-05
gene:BU24DRAFT_416160,gene:BU24DRAFT_416160,ML978066,345676,346319,3.9102702e-05
gene:BU24DRAFT_416161,gene:BU24DRAFT_416161,ML978066,346685,347508,7.345324e-05
gene:BU24DRAFT_340043,gene:BU24DRAFT_340043,ML978066,349039,351036,5.8327016e-05
gene:BU24DRAFT_416164,gene:BU24DRAFT_416164,ML978066,352018,353639,7.9625366e-05
gene:BU24DRAFT_403585,gene:BU24DRAFT_403585,ML978066,353945,355565,0.00018396764
gene:BU24DRAFT_487094,gene:BU24DRAFT_487094,ML978066,356217,357085,0.00013102271
gene:BU24DRAFT_469246,gene:BU24DRAFT_469246,ML978066,357553,358432,8.585939e-05
gene:BU24DRAFT_403588,gene:BU24DRAFT_403588,ML978066,359659,360767,0.00011841599
gene:BU24DRAFT_1973,gene:BU24DRAFT_1973,ML978066,366562,367158,0.0001182259
gene:BU24DRAFT_456553,gene:BU24DRAFT_456553,ML978066,368099,369636,6.22067e-05
gene:BU24DRAFT_1984,gene:BU24DRAFT_1984,ML978066,369786,370546,0.00012220295
gene:BU24DRAFT_1989,gene:BU24DRAFT_1989,ML978066,370546,371148,9.310964e-05
gene:BU24DRAFT_403590,gene:BU24DRAFT_403590,ML978066,372674,375363,0.000116026786
gene:BU24DRAFT_403591,gene:BU24DRAFT_403591,ML978066,376088,377493,0.00016940758
gene:BU24DRAFT_456556,gene:BU24DRAFT_456556,ML978066,378553,379964,0.0004702785
gene:BU24DRAFT_403593,gene:BU24DRAFT_403593,ML978066,380442,381918,0.0024663156
gene:BU24DRAFT_416169,gene:BU24DRAFT_416169,ML978066,382292,383793,0.013025958
gene:BU24DRAFT_456559,gene:BU24DRAFT_456559,ML978066,384747,385360,0.04771692
gene:BU24DRAFT_438063,gene:BU24DRAFT_438063,ML978066,386501,388399,0.335007
gene:BU24DRAFT_456561,gene:BU24DRAFT_456561,ML978066,388903,389962,0.31669596
gene:BU24DRAFT_469263,gene:BU24DRAFT_469263,ML978066,390399,391449,0.30715862
gene:BU24DRAFT_456563,gene:BU24DRAFT_456563,ML978066,391854,392771,0.27815777
gene:BU24DRAFT_445705,gene:BU24DRAFT_445705,ML978066,393712,396150,0.27638248
gene:BU24DRAFT_487101,gene:BU24DRAFT_487101,ML978066,396327,398359,0.18470475
gene:BU24DRAFT_445707,gene:BU24DRAFT_445707,ML978066,398896,401357,0.22120716
gene:BU24DRAFT_382431,gene:BU24DRAFT_382431,ML978066,402365,403996,0.08092975
gene:BU24DRAFT_416179,gene:BU24DRAFT_416179,ML978066,405705,408665,0.011578246
gene:BU24DRAFT_403604,gene:BU24DRAFT_403604,ML978066,408872,409861,0.0051553124
gene:BU24DRAFT_456570,gene:BU24DRAFT_456570,ML978066,411344,412169,0.0004141845
gene:BU24DRAFT_2139,gene:BU24DRAFT_2139,ML978066,412389,413909,4.807322e-05
gene:BU24DRAFT_456572,gene:BU24DRAFT_456572,ML978066,415029,416285,4.566799e-05
gene:BU24DRAFT_456573,gene:BU24DRAFT_456573,ML978066,417008,417811,4.593723e-05
gene:BU24DRAFT_469266,gene:BU24DRAFT_469266,ML978066,417925,419303,6.2530315e-05
gene:BU24DRAFT_487108,gene:BU24DRAFT_487108,ML978066,419788,421695,0.000118266384
gene:BU24DRAFT_2212,gene:BU24DRAFT_2212,ML978066,421576,423244,0.0014971981
gene:BU24DRAFT_416185,gene:BU24DRAFT_416185,ML978066,424148,426325,0.0009303271
gene:BU24DRAFT_403612,gene:BU24DRAFT_403612,ML978066,426142,426883,0.00017461187
gene:BU24DRAFT_456578,gene:BU24DRAFT_456578,ML978066,427961,428924,7.5455406e-05
gene:BU24DRAFT_456579,gene:BU24DRAFT_456579,ML978066,429212,430915,0.00020095614
gene:BU24DRAFT_438072,gene:BU24DRAFT_438072,ML978066,431920,435903,0.0003630721
gene:BU24DRAFT_382439,gene:BU24DRAFT_382439,ML978066,436031,438584,0.0043709753
gene:BU24DRAFT_403616,gene:BU24DRAFT_403616,ML978066,439512,440684,0.00019345403
gene:BU24DRAFT_416191,gene:BU24DRAFT_416191,ML978066,440989,442726,5.4536093e-05
gene:BU24DRAFT_445722,gene:BU24DRAFT_445722,ML978066,442839,443955,9.5366944e-05
gene:BU24DRAFT_416192,gene:BU24DRAFT_416192,ML978066,444146,445072,5.951154e-05
gene:BU24DRAFT_403620,gene:BU24DRAFT_403620,ML978066,445540,445866,7.3548414e-05
gene:BU24DRAFT_2362,gene:BU24DRAFT_2362,ML978066,446258,449605,5.349014e-05
gene:BU24DRAFT_456586,gene:BU24DRAFT_456586,ML978066,450427,451129,0.0001666323
gene:BU24DRAFT_2316,gene:BU24DRAFT_2316,ML978066,451873,455572,0.00011262918
gene:BU24DRAFT_403624,gene:BU24DRAFT_403624,ML978066,455995,458108,0.00020958796
gene:BU24DRAFT_416195,gene:BU24DRAFT_416195,ML978066,457996,459257,0.0097806435
gene:BU24DRAFT_438079,gene:BU24DRAFT_438079,ML978066,459519,460797,0.00020454556
gene:BU24DRAFT_382457,gene:BU24DRAFT_382457,ML978066,460953,462647,7.3439136e-05
gene:BU24DRAFT_456592,gene:BU24DRAFT_456592,ML978066,463969,466000,0.00014802086
gene:BU24DRAFT_337939,gene:BU24DRAFT_337939,ML978066,467472,471197,4.9152957e-05
gene:BU24DRAFT_429625,gene:BU24DRAFT_429625,ML978066,471983,473751,9.3764254e-05
gene:BU24DRAFT_487127,gene:BU24DRAFT_487127,ML978066,475385,477064,9.4707655e-05
gene:BU24DRAFT_416204,gene:BU24DRAFT_416204,ML978066,477470,478144,7.676431e-05
gene:BU24DRAFT_416205,gene:BU24DRAFT_416205,ML978066,478321,480642,5.2458163e-05
gene:BU24DRAFT_487130,gene:BU24DRAFT_487130,ML978066,480759,482376,0.0001609007
gene:BU24DRAFT_416207,gene:BU24DRAFT_416207,ML978066,482850,483655,0.000105843705
gene:BU24DRAFT_416208,gene:BU24DRAFT_416208,ML978066,484068,486016,9.054079e-05
gene:BU24DRAFT_456601,gene:BU24DRAFT_456601,ML978066,486847,489705,4.7889058e-05
gene:BU24DRAFT_2563,gene:BU24DRAFT_2563,ML978066,492834,494245,0.00011293896
gene:BU24DRAFT_2599,gene:BU24DRAFT_2599,ML978066,496199,497246,7.91769e-05
gene:BU24DRAFT_456603,gene:BU24DRAFT_456603,ML978066,497397,500776,4.7745147e-05
gene:BU24DRAFT_416213,gene:BU24DRAFT_416213,ML978066,501412,503847,5.0089846e-05
gene:BU24DRAFT_338566,gene:BU24DRAFT_338566,ML978066,504584,507332,3.7911574e-05
gene:BU24DRAFT_403643,gene:BU24DRAFT_403643,ML978066,508255,509951,8.825799e-05
gene:BU24DRAFT_416215,gene:BU24DRAFT_416215,ML978066,511082,512885,0.00013087064
gene:BU24DRAFT_487139,gene:BU24DRAFT_487139,ML978066,513079,514336,5.7671594e-05
gene:BU24DRAFT_416217,gene:BU24DRAFT_416217,ML978066,514515,516360,7.2659066e-05
gene:BU24DRAFT_339098,gene:BU24DRAFT_339098,ML978066,516805,522881,0.00013456367
gene:BU24DRAFT_403648,gene:BU24DRAFT_403648,ML978066,524496,525256,0.00012551366
gene:BU24DRAFT_416220,gene:BU24DRAFT_416220,ML978066,525189,527434,9.828837e-05
gene:BU24DRAFT_416221,gene:BU24DRAFT_416221,ML978066,527587,529322,7.657884e-05
gene:BU24DRAFT_416222,gene:BU24DRAFT_416222,ML978066,529500,531211,0.0001665429
gene:BU24DRAFT_438095,gene:BU24DRAFT_438095,ML978066,531198,532498,0.00011510649
gene:BU24DRAFT_456615,gene:BU24DRAFT_456615,ML978066,532736,534637,0.00017183172
gene:BU24DRAFT_403653,gene:BU24DRAFT_403653,ML978066,535027,536094,0.00015391092
gene:BU24DRAFT_416224,gene:BU24DRAFT_416224,ML978066,537167,538545,7.412968e-05
gene:BU24DRAFT_2868,gene:BU24DRAFT_2868,ML978066,539610,540394,0.0001445692
gene:BU24DRAFT_416225,gene:BU24DRAFT_416225,ML978066,540511,542753,9.866057e-05
gene:BU24DRAFT_469315,gene:BU24DRAFT_469315,ML978066,543067,544375,0.00013921247
gene:BU24DRAFT_469317,gene:BU24DRAFT_469317,ML978066,544653,545759,0.0001536344
gene:BU24DRAFT_416226,gene:BU24DRAFT_416226,ML978066,546073,547726,0.00018104509
gene:BU24DRAFT_2925,gene:BU24DRAFT_2925,ML978066,551335,553243,4.8988546e-05
gene:BU24DRAFT_2967,gene:BU24DRAFT_2967,ML978066,554018,554362,0.00022794792
gene:BU24DRAFT_2987,gene:BU24DRAFT_2987,ML978066,558153,558554,0.00014608593
gene:BU24DRAFT_456622,gene:BU24DRAFT_456622,ML978066,561182,562419,0.00017546266
gene:BU24DRAFT_445761,gene:BU24DRAFT_445761,ML978066,563897,566215,0.00013630507
gene:BU24DRAFT_416232,gene:BU24DRAFT_416232,ML978066,566176,566827,0.000115350784
gene:BU24DRAFT_416233,gene:BU24DRAFT_416233,ML978066,568719,571252,0.00015823374
gene:BU24DRAFT_416234,gene:BU24DRAFT_416234,ML978066,572725,573770,0.00012524905
gene:BU24DRAFT_3052,gene:BU24DRAFT_3052,ML978066,575919,576722,0.00012590297
gene:BU24DRAFT_340056,gene:BU24DRAFT_340056,ML978066,577714,580660,9.834402e-05
gene:BU24DRAFT_445766,gene:BU24DRAFT_445766,ML978066,580965,582314,4.2051593e-05
gene:BU24DRAFT_438100,gene:BU24DRAFT_438100,ML978066,583219,584914,7.577371e-05
gene:BU24DRAFT_416239,gene:BU24DRAFT_416239,ML978066,584932,588157,6.383492e-05
gene:BU24DRAFT_416240,gene:BU24DRAFT_416240,ML978066,588290,591024,0.0001708059
gene:BU24DRAFT_361071,gene:BU24DRAFT_361071,ML978066,591237,594039,0.00024062651
gene:BU24DRAFT_3199,gene:BU24DRAFT_3199,ML978066,594715,596034,0.08082412
gene:BU24DRAFT_3198,gene:BU24DRAFT_3198,ML978066,596035,598644,0.00013092486
gene:BU24DRAFT_403672,gene:BU24DRAFT_403672,ML978066,599494,600392,0.00015072044
gene:BU24DRAFT_416246,gene:BU24DRAFT_416246,ML978066,601594,605286,3.121313e-05
gene:BU24DRAFT_456636,gene:BU24DRAFT_456636,ML978066,605632,609113,3.8553826e-05
gene:BU24DRAFT_3353,gene:BU24DRAFT_3353,ML978066,610835,611204,0.00010411109
gene:BU24DRAFT_445776,gene:BU24DRAFT_445776,ML978066,611103,613488,0.00020321892
gene:BU24DRAFT_469342,gene:BU24DRAFT_469342,ML978066,614770,616304,0.0003317769
gene:BU24DRAFT_469346,gene:BU24DRAFT_469346,ML978066,616979,618882,0.00011384883
gene:BU24DRAFT_382519,gene:BU24DRAFT_382519,ML978066,619140,620623,0.00045378035
gene:BU24DRAFT_445779,gene:BU24DRAFT_445779,ML978066,621414,622487,0.0027738886
gene:BU24DRAFT_403681,gene:BU24DRAFT_403681,ML978066,622816,623252,0.03806647
gene:BU24DRAFT_382525,gene:BU24DRAFT_382525,ML978066,623987,626555,0.15602662
gene:BU24DRAFT_456643,gene:BU24DRAFT_456643,ML978066,627696,629415,0.091508135
gene:BU24DRAFT_438112,gene:BU24DRAFT_438112,ML978066,633489,636240,0.0017292089
gene:BU24DRAFT_416255,gene:BU24DRAFT_416255,ML978066,636712,637697,0.00014332405
gene:BU24DRAFT_487173,gene:BU24DRAFT_487173,ML978066,638093,643121,3.5886864e-05
gene:BU24DRAFT_487174,gene:BU24DRAFT_487174,ML978066,643493,644824,0.00012982597
gene:BU24DRAFT_382532,gene:BU24DRAFT_382532,ML978066,645172,646981,0.00033206437
gene:BU24DRAFT_3503,gene:BU24DRAFT_3503,ML978066,648224,649612,0.00025968745
gene:BU24DRAFT_416260,gene:BU24DRAFT_416260,ML978066,650288,653602,0.00051303825
gene:BU24DRAFT_3587,gene:BU24DRAFT_3587,ML978066,656459,657516,0.0002043332
gene:BU24DRAFT_339596,gene:BU24DRAFT_339596,ML978066,657452,658464,0.0001460378
gene:BU24DRAFT_361110,gene:BU24DRAFT_361110,ML978066,661898,665059,4.5992987e-05
gene:BU24DRAFT_487181,gene:BU24DRAFT_487181,ML978066,665345,667213,3.582945e-05
gene:BU24DRAFT_469370,gene:BU24DRAFT_469370,ML978066,669149,670314,6.132506e-05
gene:BU24DRAFT_429662,gene:BU24DRAFT_429662,ML978066,670760,674500,0.00012083462
gene:BU24DRAFT_429664,gene:BU24DRAFT_429664,ML978066,677801,679537,0.00013433023
gene:BU24DRAFT_416271,gene:BU24DRAFT_416271,ML978066,681565,681994,0.00037573618
gene:BU24DRAFT_487187,gene:BU24DRAFT_487187,ML978066,686538,687705,0.003302579
gene:BU24DRAFT_487188,gene:BU24DRAFT_487188,ML978066,688626,690127,0.0005176906
gene:BU24DRAFT_416274,gene:BU24DRAFT_416274,ML978066,690459,692015,5.8246264e-05
gene:BU24DRAFT_487190,gene:BU24DRAFT_487190,ML978066,692650,694690,0.00012245258
gene:BU24DRAFT_456664,gene:BU24DRAFT_456664,ML978066,694984,697734,5.7136087e-05
gene:BU24DRAFT_3892,gene:BU24DRAFT_3892,ML978066,698188,698815,9.5930394e-05
gene:BU24DRAFT_3891,gene:BU24DRAFT_3891,ML978066,698816,699966,7.0481634e-05
gene:BU24DRAFT_337748,gene:BU24DRAFT_337748,ML978066,700310,702096,0.00011612422
gene:BU24DRAFT_456668,gene:BU24DRAFT_456668,ML978066,705445,706046,6.306555e-05
gene:BU24DRAFT_339032,gene:BU24DRAFT_339032,ML978066,707444,709214,0.00015904865
gene:BU24DRAFT_3916,gene:BU24DRAFT_3916,ML978066,710593,714298,0.00019072327
gene:BU24DRAFT_3956,gene:BU24DRAFT_3956,ML978066,714609,716147,0.00012231653
gene:BU24DRAFT_3983,gene:BU24DRAFT_3983,ML978066,716485,716996,0.00013147607
gene:BU24DRAFT_416282,gene:BU24DRAFT_416282,ML978066,716644,718184,6.203619e-05
gene:BU24DRAFT_416283,gene:BU24DRAFT_416283,ML978066,718179,721206,9.568438e-05
gene:BU24DRAFT_4200,gene:BU24DRAFT_4200,ML978066,721927,724055,0.00023089579
gene:BU24DRAFT_403713,gene:BU24DRAFT_403713,ML978066,724434,726401,6.572881e-05
gene:BU24DRAFT_469398,gene:BU24DRAFT_469398,ML978066,728325,729396,0.00012001904
gene:BU24DRAFT_403715,gene:BU24DRAFT_403715,ML978066,730425,731585,0.00029496674
gene:BU24DRAFT_4287,gene:BU24DRAFT_4287,ML978066,731918,733088,0.00015422798
gene:BU24DRAFT_416291,gene:BU24DRAFT_416291,ML978066,733145,733877,0.00022483825
gene:BU24DRAFT_4305,gene:BU24DRAFT_4305,ML978066,733783,734705,0.00015065113
gene:BU24DRAFT_416294,gene:BU24DRAFT_416294,ML978066,735079,735992,7.9876074e-05
gene:BU24DRAFT_4395,gene:BU24DRAFT_4395,ML978066,736166,738962,0.00015314255
gene:BU24DRAFT_4439,gene:BU24DRAFT_4439,ML978066,741684,745602,0.00012234884
