gene_id,pep_id,contig,start,end,pred_score
gene:BU24DRAFT_487085,gene:BU24DRAFT_487085,ML978066,338320,339391,3.3319895e-05
gene:BU24DRAFT_416157,gene:BU24DRAFT_416157,ML978066,339235,340383,4.6494788e-05
gene:BU24DRAFT_456543,gene:BU24DRAFT_456543,ML978066,340771,343445,3.3552173e-05
gene:BU24DRAFT_487088,gene:BU24DRAFT_487088,ML978066,344268,345235,8.394517e-05
gene:BU24DRAFT_416160,gene:BU24DRAFT_416160,ML978066,345676,346319,3.9103474e-05
gene:BU24DRAFT_416161,gene:BU24DRAFT_416161,ML978066,346685,347508,7.345284e-05
gene:BU24DRAFT_340043,gene:BU24DRAFT_340043,ML978066,349039,351036,5.832849e-05
gene:BU24DRAFT_416164,gene:BU24DRAFT_416164,ML978066,352018,353639,7.962897e-05
gene:BU24DRAFT_403585,gene:BU24DRAFT_403585,ML978066,353945,355565,0.0001839721
gene:BU24DRAFT_487094,gene:BU24DRAFT_487094,ML978066,356217,357085,0.00013102872
gene:BU24DRAFT_469246,gene:BU24DRAFT_469246,ML978066,357553,358432,8.58666e-05
gene:BU24DRAFT_403588,gene:BU24DRAFT_403588,ML978066,359659,360767,0.0001184225
gene:BU24DRAFT_1973,gene:BU24DRAFT_1973,ML978066,366562,367158,0.0001182255
gene:BU24DRAFT_456553,gene:BU24DRAFT_456553,ML978066,368099,369636,6.2210354e-05
gene:BU24DRAFT_1984,gene:BU24DRAFT_1984,ML978066,369786,370546,0.00012220613
gene:BU24DRAFT_1989,gene:BU24DRAFT_1989,ML978066,370546,371148,9.3113646e-05
gene:BU24DRAFT_403590,gene:BU24DRAFT_403590,ML978066,372674,375363,0.00011602841
gene:BU24DRAFT_403591,gene:BU24DRAFT_403591,ML978066,376088,377493,0.00016941164
gene:BU24DRAFT_456556,gene:BU24DRAFT_456556,ML978066,378553,379964,0.00047027707
gene:BU24DRAFT_403593,gene:BU24DRAFT_403593,ML978066,380442,381918,0.00246604
gene:BU24DRAFT_416169,gene:BU24DRAFT_416169,ML978066,382292,383793,0.013027221
gene:BU24DRAFT_456559,gene:BU24DRAFT_456559,ML978066,384747,385360,0.047719333
gene:BU24DRAFT_438063,gene:BU24DRAFT_438063,ML978066,386501,388399,0.3350081
gene:BU24DRAFT_456561,gene:BU24DRAFT_456561,ML978066,388903,389962,0.31669214
gene:BU24DRAFT_469263,gene:BU24DRAFT_469263,ML978066,390399,391449,0.3071534
gene:BU24DRAFT_456563,gene:BU24DRAFT_456563,ML978066,391854,392771,0.27815223
gene:BU24DRAFT_445705,gene:BU24DRAFT_445705,ML978066,393712,396150,0.27638322
gene:BU24DRAFT_487101,gene:BU24DRAFT_487101,ML978066,396327,398359,0.1847002
gene:BU24DRAFT_445707,gene:BU24DRAFT_445707,ML978066,398896,401357,0.22120172
gene:BU24DRAFT_382431,gene:BU24DRAFT_382431,ML978066,402365,403996,0.080926105
gene:BU24DRAFT_416179,gene:BU24DRAFT_416179,ML978066,405705,408665,0.01157684
gene:BU24DRAFT_403604,gene:BU24DRAFT_403604,ML978066,408872,409861,0.0051547424
gene:BU24DRAFT_456570,gene:BU24DRAFT_456570,ML978066,411344,412169,0.00041411602
gene:BU24DRAFT_2139,gene:BU24DRAFT_2139,ML978066,412389,413909,4.8071586e-05
gene:BU24DRAFT_456572,gene:BU24DRAFT_456572,ML978066,415029,416285,4.566884e-05
gene:BU24DRAFT_456573,gene:BU24DRAFT_456573,ML978066,417008,417811,4.5936475e-05
gene:BU24DRAFT_469266,gene:BU24DRAFT_469266,ML978066,417925,419303,6.252965e-05
gene:BU24DRAFT_487108,gene:BU24DRAFT_487108,ML978066,419788,421695,0.00011827076
gene:BU24DRAFT_2212,gene:BU24DRAFT_2212,ML978066,421576,423244,0.0014972872
gene:BU24DRAFT_416185,gene:BU24DRAFT_416185,ML978066,424148,426325,0.0009303944
gene:BU24DRAFT_403612,gene:BU24DRAFT_403612,ML978066,426142,426883,0.00017464157
gene:BU24DRAFT_456578,gene:BU24DRAFT_456578,ML978066,427961,428924,7.545789e-05
gene:BU24DRAFT_456579,gene:BU24DRAFT_456579,ML978066,429212,430915,0.00020098023
gene:BU24DRAFT_438072,gene:BU24DRAFT_438072,ML978066,431920,435903,0.00036312247
gene:BU24DRAFT_382439,gene:BU24DRAFT_382439,ML978066,436031,438584,0.0043715416
gene:BU24DRAFT_403616,gene:BU24DRAFT_403616,ML978066,439512,440684,0.00019345706
gene:BU24DRAFT_416191,gene:BU24DRAFT_416191,ML978066,440989,442726,5.4535358e-05
gene:BU24DRAFT_445722,gene:BU24DRAFT_445722,ML978066,442839,443955,9.53708e-05
gene:BU24DRAFT_416192,gene:BU24DRAFT_416192,ML978066,444146,445072,5.951089e-05
gene:BU24DRAFT_403620,gene:BU24DRAFT_403620,ML978066,445540,445866,7.355111e-05
gene:BU24DRAFT_2362,gene:BU24DRAFT_2362,ML978066,446258,449605,5.3488922e-05
gene:BU24DRAFT_456586,gene:BU24DRAFT_456586,ML978066,450427,451129,0.00016663106
gene:BU24DRAFT_2316,gene:BU24DRAFT_2316,ML978066,451873,455572,0.000112636604
gene:BU24DRAFT_403624,gene:BU24DRAFT_403624,ML978066,455995,458108,0.00020959097
gene:BU24DRAFT_416195,gene:BU24DRAFT_416195,ML978066,457996,459257,0.009782594
gene:BU24DRAFT_438079,gene:BU24DRAFT_438079,ML978066,459519,460797,0.00020455703
gene:BU24DRAFT_382457,gene:BU24DRAFT_382457,ML978066,460953,462647,7.343797e-05
gene:BU24DRAFT_456592,gene:BU24DRAFT_456592,ML978066,463969,466000,0.0001480161
gene:BU24DRAFT_337939,gene:BU24DRAFT_337939,ML978066,467472,471197,4.9152142e-05
gene:BU24DRAFT_429625,gene:BU24DRAFT_429625,ML978066,471983,473751,9.376071e-05
gene:BU24DRAFT_487127,gene:BU24DRAFT_487127,ML978066,475385,477064,9.4709256e-05
gene:BU24DRAFT_416204,gene:BU24DRAFT_416204,ML978066,477470,478144,7.676601e-05
gene:BU24DRAFT_416205,gene:BU24DRAFT_416205,ML978066,478321,480642,5.2456697e-05
gene:BU24DRAFT_487130,gene:BU24DRAFT_487130,ML978066,480759,482376,0.00016089214
gene:BU24DRAFT_416207,gene:BU24DRAFT_416207,ML978066,482850,483655,0.000105842
gene:BU24DRAFT_416208,gene:BU24DRAFT_416208,ML978066,484068,486016,9.053795e-05
gene:BU24DRAFT_456601,gene:BU24DRAFT_456601,ML978066,486847,489705,4.7888996e-05
gene:BU24DRAFT_2563,gene:BU24DRAFT_2563,ML978066,492834,494245,0.000112936534
gene:BU24DRAFT_2599,gene:BU24DRAFT_2599,ML978066,496199,497246,7.9175086e-05
gene:BU24DRAFT_456603,gene:BU24DRAFT_456603,ML978066,497397,500776,4.774546e-05
gene:BU24DRAFT_416213,gene:BU24DRAFT_416213,ML978066,501412,503847,5.008837e-05
gene:BU24DRAFT_338566,gene:BU24DRAFT_338566,ML978066,504584,507332,3.7910424e-05
gene:BU24DRAFT_403643,gene:BU24DRAFT_403643,ML978066,508255,509951,8.825662e-05
gene:BU24DRAFT_416215,gene:BU24DRAFT_416215,ML978066,511082,512885,0.00013086866
gene:BU24DRAFT_487139,gene:BU24DRAFT_487139,ML978066,513079,514336,5.766937e-05
gene:BU24DRAFT_416217,gene:BU24DRAFT_416217,ML978066,514515,516360,7.265872e-05
gene:BU24DRAFT_339098,gene:BU24DRAFT_339098,ML978066,516805,522881,0.00013455914
gene:BU24DRAFT_403648,gene:BU24DRAFT_403648,ML978066,524496,525256,0.00012550855
gene:BU24DRAFT_416220,gene:BU24DRAFT_416220,ML978066,525189,527434,9.82888e-05
gene:BU24DRAFT_416221,gene:BU24DRAFT_416221,ML978066,527587,529322,7.657584e-05
gene:BU24DRAFT_416222,gene:BU24DRAFT_416222,ML978066,529500,531211,0.00016654274
gene:BU24DRAFT_438095,gene:BU24DRAFT_438095,ML978066,531198,532498,0.00011510399
gene:BU24DRAFT_456615,gene:BU24DRAFT_456615,ML978066,532736,534637,0.00017183117
gene:BU24DRAFT_403653,gene:BU24DRAFT_403653,ML978066,535027,536094,0.00015391225
gene:BU24DRAFT_416224,gene:BU24DRAFT_416224,ML978066,537167,538545,7.41282e-05
gene:BU24DRAFT_2868,gene:BU24DRAFT_2868,ML978066,539610,540394,0.00014456343
gene:BU24DRAFT_416225,gene:BU24DRAFT_416225,ML978066,540511,542753,9.8660574e-05
gene:BU24DRAFT_469315,gene:BU24DRAFT_469315,ML978066,543067,544375,0.00013921599
gene:BU24DRAFT_469317,gene:BU24DRAFT_469317,ML978066,544653,545759,0.00015363842
gene:BU24DRAFT_416226,gene:BU24DRAFT_416226,ML978066,546073,547726,0.00018104013
gene:BU24DRAFT_2925,gene:BU24DRAFT_2925,ML978066,551335,553243,4.898841e-05
gene:BU24DRAFT_2967,gene:BU24DRAFT_2967,ML978066,554018,554362,0.00022794743
gene:BU24DRAFT_2987,gene:BU24DRAFT_2987,ML978066,558153,558554,0.00014609087
gene:BU24DRAFT_456622,gene:BU24DRAFT_456622,ML978066,561182,562419,0.00017545493
gene:BU24DRAFT_445761,gene:BU24DRAFT_445761,ML978066,563897,566215,0.0001363001
gene:BU24DRAFT_416232,gene:BU24DRAFT_416232,ML978066,566176,566827,0.00011534968
gene:BU24DRAFT_416233,gene:BU24DRAFT_416233,ML978066,568719,571252,0.00015822863
gene:BU24DRAFT_416234,gene:BU24DRAFT_416234,ML978066,572725,573770,0.00012524448
gene:BU24DRAFT_3052,gene:BU24DRAFT_3052,ML978066,575919,576722,0.00012589575
gene:BU24DRAFT_340056,gene:BU24DRAFT_340056,ML978066,577714,580660,9.834202e-05
gene:BU24DRAFT_445766,gene:BU24DRAFT_445766,ML978066,580965,582314,4.2050993e-05
gene:BU24DRAFT_438100,gene:BU24DRAFT_438100,ML978066,583219,584914,7.576869e-05
gene:BU24DRAFT_416239,gene:BU24DRAFT_416239,ML978066,584932,588157,6.38302e-05
gene:BU24DRAFT_416240,gene:BU24DRAFT_416240,ML978066,588290,591024,0.00017079874
gene:BU24DRAFT_361071,gene:BU24DRAFT_361071,ML978066,591237,594039,0.00024063046
gene:BU24DRAFT_3199,gene:BU24DRAFT_3199,ML978066,594715,596034,0.08081858
gene:BU24DRAFT_3198,gene:BU24DRAFT_3198,ML978066,596035,598644,0.00013092418
gene:BU24DRAFT_403672,gene:BU24DRAFT_403672,ML978066,599494,600392,0.00015071894
gene:BU24DRAFT_416246,gene:BU24DRAFT_416246,ML978066,601594,605286,3.121253e-05
gene:BU24DRAFT_456636,gene:BU24DRAFT_456636,ML978066,605632,609113,3.8553724e-05
gene:BU24DRAFT_3353,gene:BU24DRAFT_3353,ML978066,610835,611204,0.00010410858
gene:BU24DRAFT_445776,gene:BU24DRAFT_445776,ML978066,611103,613488,0.00020321696
gene:BU24DRAFT_469342,gene:BU24DRAFT_469342,ML978066,614770,616304,0.00033175084
gene:BU24DRAFT_469346,gene:BU24DRAFT_469346,ML978066,616979,618882,0.000113842056
gene:BU24DRAFT_382519,gene:BU24DRAFT_382519,ML978066,619140,620623,0.00045361716
gene:BU24DRAFT_445779,gene:BU24DRAFT_445779,ML978066,621414,622487,0.0027733443
gene:BU24DRAFT_403681,gene:BU24DRAFT_403681,ML978066,622816,623252,0.038068995
gene:BU24DRAFT_382525,gene:BU24DRAFT_382525,ML978066,623987,626555,0.15603405
gene:BU24DRAFT_456643,gene:BU24DRAFT_456643,ML978066,627696,629415,0.09150572
gene:BU24DRAFT_438112,gene:BU24DRAFT_438112,ML978066,633489,636240,0.0017290558
gene:BU24DRAFT_416255,gene:BU24DRAFT_416255,ML978066,636712,637697,0.00014332058
gene:BU24DRAFT_487173,gene:BU24DRAFT_487173,ML978066,638093,643121,3.5886274e-05
gene:BU24DRAFT_487174,gene:BU24DRAFT_487174,ML978066,643493,644824,0.00012982187
gene:BU24DRAFT_382532,gene:BU24DRAFT_382532,ML978066,645172,646981,0.00033204805
gene:BU24DRAFT_3503,gene:BU24DRAFT_3503,ML978066,648224,649612,0.00025969258
gene:BU24DRAFT_416260,gene:BU24DRAFT_416260,ML978066,650288,653602,0.00051301956
gene:BU24DRAFT_3587,gene:BU24DRAFT_3587,ML978066,656459,657516,0.00020433147
gene:BU24DRAFT_339596,gene:BU24DRAFT_339596,ML978066,657452,658464,0.0001460416
gene:BU24DRAFT_361110,gene:BU24DRAFT_361110,ML978066,661898,665059,4.59939e-05
gene:BU24DRAFT_487181,gene:BU24DRAFT_487181,ML978066,665345,667213,3.5829926e-05
gene:BU24DRAFT_469370,gene:BU24DRAFT_469370,ML978066,669149,670314,6.132658e-05
gene:BU24DRAFT_429662,gene:BU24DRAFT_429662,ML978066,670760,674500,0.00012083729
gene:BU24DRAFT_429664,gene:BU24DRAFT_429664,ML978066,677801,679537,0.00013433465
gene:BU24DRAFT_416271,gene:BU24DRAFT_416271,ML978066,681565,681994,0.0003757616
gene:BU24DRAFT_487187,gene:BU24DRAFT_487187,ML978066,686538,687705,0.003302331
gene:BU24DRAFT_487188,gene:BU24DRAFT_487188,ML978066,688626,690127,0.00051772426
gene:BU24DRAFT_416274,gene:BU24DRAFT_416274,ML978066,690459,692015,5.824958e-05
gene:BU24DRAFT_487190,gene:BU24DRAFT_487190,ML978066,692650,694690,0.00012245437
gene:BU24DRAFT_456664,gene:BU24DRAFT_456664,ML978066,694984,697734,5.7137393e-05
gene:BU24DRAFT_3892,gene:BU24DRAFT_3892,ML978066,698188,698815,9.593552e-05
gene:BU24DRAFT_3891,gene:BU24DRAFT_3891,ML978066,698816,699966,7.048306e-05
gene:BU24DRAFT_337748,gene:BU24DRAFT_337748,ML978066,700310,702096,0.0001161278
gene:BU24DRAFT_456668,gene:BU24DRAFT_456668,ML978066,705445,706046,6.3069536e-05
gene:BU24DRAFT_339032,gene:BU24DRAFT_339032,ML978066,707444,709214,0.00015905325
gene:BU24DRAFT_3916,gene:BU24DRAFT_3916,ML978066,710593,714298,0.00019072482
gene:BU24DRAFT_3956,gene:BU24DRAFT_3956,ML978066,714609,716147,0.00012231771
gene:BU24DRAFT_3983,gene:BU24DRAFT_3983,ML978066,716485,716996,0.00013148112
gene:BU24DRAFT_416282,gene:BU24DRAFT_416282,ML978066,716644,718184,6.203634e-05
gene:BU24DRAFT_416283,gene:BU24DRAFT_416283,ML978066,718179,721206,9.568495e-05
gene:BU24DRAFT_4200,gene:BU24DRAFT_4200,ML978066,721927,724055,0.00023089592
gene:BU24DRAFT_403713,gene:BU24DRAFT_403713,ML978066,724434,726401,6.5729255e-05
gene:BU24DRAFT_469398,gene:BU24DRAFT_469398,ML978066,728325,729396,0.00012001257
gene:BU24DRAFT_403715,gene:BU24DRAFT_403715,ML978066,730425,731585,0.0002949591
gene:BU24DRAFT_4287,gene:BU24DRAFT_4287,ML978066,731918,733088,0.00015422425
gene:BU24DRAFT_416291,gene:BU24DRAFT_416291,ML978066,733145,733877,0.00022484665
gene:BU24DRAFT_4305,gene:BU24DRAFT_4305,ML978066,733783,734705,0.00015065461
gene:BU24DRAFT_416294,gene:BU24DRAFT_416294,ML978066,735079,735992,7.987662e-05
gene:BU24DRAFT_4395,gene:BU24DRAFT_4395,ML978066,736166,738962,0.00015314146
gene:BU24DRAFT_4439,gene:BU24DRAFT_4439,ML978066,741684,745602,0.00012235343
